"","seedSource","State.Province","Lat.Deg","Long.Deg","Elev.m","test","Perc_flowers","Avg_Bud_per_Tree","Perc_Wntr_Inj","Avg_Time_Flush","ID2","Latitude","Longitude","Elevation","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","Tave_wt","Tave_sp","Tave_sm","Tave_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Rad_wt","Rad_sp","Rad_sm","Rad_at","DD_0_wt","DD_0_sp","DD_0_sm","DD_0_at","DD5_wt","DD5_sp","DD5_sm","DD5_at","DD_18_wt","DD_18_sp","DD_18_sm","DD_18_at","DD18_wt","DD18_sp","DD18_sm","DD18_at","NFFD_wt","NFFD_sp","NFFD_sm","NFFD_at","PAS_wt","PAS_sp","PAS_sm","PAS_at","Eref_wt","Eref_sp","Eref_sm","Eref_at","CMD_wt","CMD_sp","CMD_sm","CMD_at","RH_wt","RH_sp","RH_sm","RH_at","CMI_wt","CMI_sp","CMI_sm","CMI_at","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","MAR","Eref","CMD","RH","CMI","DD1040","daylength_diff"
"76",146,"CT",41.7,-72.3,244,"WI",9,75,100,NA,"CT",41.7,-72.3,244,1.9,13.6,25.9,16.6,-8.2,1.2,13.3,4.4,-3.2,7.4,19.6,10.5,268,290,275,291,-9999,-9999,-9999,-9999,379,51,0,15,23,385,1345,569,1898,990,70,710,0,13,223,30,2,34,92,53,127,9,0,2,0,245,414,178,0,25,139,0,60,60,63,61,25.96,14.93,-5.15,10.72,8.6,20.8,-4,24.8,1124,462,16.5,45.1,445,2322,3667,266,182,132,278,146,138,-31,36.3,-9999,837,164,61,46.46,1250,6.05876942159851
"77",146,"CT",41.7,-72.3,244,"OH",91,206,27,4,"CT",41.7,-72.3,244,1.9,13.6,25.9,16.6,-8.2,1.2,13.3,4.4,-3.2,7.4,19.6,10.5,268,290,275,291,-9999,-9999,-9999,-9999,379,51,0,15,23,385,1345,569,1898,990,70,710,0,13,223,30,2,34,92,53,127,9,0,2,0,245,414,178,0,25,139,0,60,60,63,61,25.96,14.93,-5.15,10.72,8.6,20.8,-4,24.8,1124,462,16.5,45.1,445,2322,3667,266,182,132,278,146,138,-31,36.3,-9999,837,164,61,46.46,1250,6.05876942159851
"78",146,"CT",41.7,-72.3,244,"MI",75,128,0,4,"CT",41.7,-72.3,244,1.9,13.6,25.9,16.6,-8.2,1.2,13.3,4.4,-3.2,7.4,19.6,10.5,268,290,275,291,-9999,-9999,-9999,-9999,379,51,0,15,23,385,1345,569,1898,990,70,710,0,13,223,30,2,34,92,53,127,9,0,2,0,245,414,178,0,25,139,0,60,60,63,61,25.96,14.93,-5.15,10.72,8.6,20.8,-4,24.8,1124,462,16.5,45.1,445,2322,3667,266,182,132,278,146,138,-31,36.3,-9999,837,164,61,46.46,1250,6.05876942159851
"79",146,"CT",41.7,-72.3,244,"MN",NA,NA,13,NA,"CT",41.7,-72.3,244,1.9,13.6,25.9,16.6,-8.2,1.2,13.3,4.4,-3.2,7.4,19.6,10.5,268,290,275,291,-9999,-9999,-9999,-9999,379,51,0,15,23,385,1345,569,1898,990,70,710,0,13,223,30,2,34,92,53,127,9,0,2,0,245,414,178,0,25,139,0,60,60,63,61,25.96,14.93,-5.15,10.72,8.6,20.8,-4,24.8,1124,462,16.5,45.1,445,2322,3667,266,182,132,278,146,138,-31,36.3,-9999,837,164,61,46.46,1250,6.05876942159851
"80",149,"PA",41.9,-78.8,658,"MN",26,74,4,2,"PA",41.9,-78.8,658,-0.1,12.5,24.7,14.7,-9.6,-0.1,11.1,2.9,-4.8,6.2,17.9,8.8,235,304,315,277,-9999,-9999,-9999,-9999,500,75,0,30,15,322,1186,461,2046,1098,131,852,0,8,120,17,2,31,92,42,162,24,0,6,0,195,410,167,0,4,95,0,61,58,60,62,23.38,17.1,-1.31,11.03,7,18.8,-5.6,24.4,1132,527,15,35.7,605,1984,4127,146,167,139,271,132,192,-32.5,35.1,-9999,772,99,60,50.2,996,6.10391518474205
"81",149,"PA",41.9,-78.8,658,"MI",57,75,3,5,"PA",41.9,-78.8,658,-0.1,12.5,24.7,14.7,-9.6,-0.1,11.1,2.9,-4.8,6.2,17.9,8.8,235,304,315,277,-9999,-9999,-9999,-9999,500,75,0,30,15,322,1186,461,2046,1098,131,852,0,8,120,17,2,31,92,42,162,24,0,6,0,195,410,167,0,4,95,0,61,58,60,62,23.38,17.1,-1.31,11.03,7,18.8,-5.6,24.4,1132,527,15,35.7,605,1984,4127,146,167,139,271,132,192,-32.5,35.1,-9999,772,99,60,50.2,996,6.10391518474205
"82",149,"PA",41.9,-78.8,658,"OH",50,133,20,4,"PA",41.9,-78.8,658,-0.1,12.5,24.7,14.7,-9.6,-0.1,11.1,2.9,-4.8,6.2,17.9,8.8,235,304,315,277,-9999,-9999,-9999,-9999,500,75,0,30,15,322,1186,461,2046,1098,131,852,0,8,120,17,2,31,92,42,162,24,0,6,0,195,410,167,0,4,95,0,61,58,60,62,23.38,17.1,-1.31,11.03,7,18.8,-5.6,24.4,1132,527,15,35.7,605,1984,4127,146,167,139,271,132,192,-32.5,35.1,-9999,772,99,60,50.2,996,6.10391518474205
"83",149,"PA",41.9,-78.8,658,"WI",NA,10,100,NA,"PA",41.9,-78.8,658,-0.1,12.5,24.7,14.7,-9.6,-0.1,11.1,2.9,-4.8,6.2,17.9,8.8,235,304,315,277,-9999,-9999,-9999,-9999,500,75,0,30,15,322,1186,461,2046,1098,131,852,0,8,120,17,2,31,92,42,162,24,0,6,0,195,410,167,0,4,95,0,61,58,60,62,23.38,17.1,-1.31,11.03,7,18.8,-5.6,24.4,1132,527,15,35.7,605,1984,4127,146,167,139,271,132,192,-32.5,35.1,-9999,772,99,60,50.2,996,6.10391518474205
"84",151,"NH",43.1,-71.1,76,"MI",84,96,16,6,"NH",43.1,-71.1,76,1.8,13.8,27.1,16.5,-9.1,0.9,13.1,4,-3.6,7.3,20.1,10.3,258,257,237,286,-9999,-9999,-9999,-9999,411,51,0,17,19,380,1386,556,1939,998,60,729,0,13,253,29,2,33,92,51,137,9,0,2,0,246,436,173,0,37,199,5,57,58,59,60,25.15,11.46,-11.93,10.28,8.5,21.4,-4.7,26.1,1038,409,17.8,52.3,480,2341,3725,296,177,134,276,143,148,-31.9,37.8,-9999,855,241,59,34.96,1284,6.38214850896178
"85",151,"NH",43.1,-71.1,76,"WI",29,44,92,NA,"NH",43.1,-71.1,76,1.8,13.8,27.1,16.5,-9.1,0.9,13.1,4,-3.6,7.3,20.1,10.3,258,257,237,286,-9999,-9999,-9999,-9999,411,51,0,17,19,380,1386,556,1939,998,60,729,0,13,253,29,2,33,92,51,137,9,0,2,0,246,436,173,0,37,199,5,57,58,59,60,25.15,11.46,-11.93,10.28,8.5,21.4,-4.7,26.1,1038,409,17.8,52.3,480,2341,3725,296,177,134,276,143,148,-31.9,37.8,-9999,855,241,59,34.96,1284,6.38214850896178
"86",151,"NH",43.1,-71.1,76,"IN",13,148,11,NA,"NH",43.1,-71.1,76,1.8,13.8,27.1,16.5,-9.1,0.9,13.1,4,-3.6,7.3,20.1,10.3,258,257,237,286,-9999,-9999,-9999,-9999,411,51,0,17,19,380,1386,556,1939,998,60,729,0,13,253,29,2,33,92,51,137,9,0,2,0,246,436,173,0,37,199,5,57,58,59,60,25.15,11.46,-11.93,10.28,8.5,21.4,-4.7,26.1,1038,409,17.8,52.3,480,2341,3725,296,177,134,276,143,148,-31.9,37.8,-9999,855,241,59,34.96,1284,6.38214850896178
"87",151,"NH",43.1,-71.1,76,"MN",87,147,NA,3,"NH",43.1,-71.1,76,1.8,13.8,27.1,16.5,-9.1,0.9,13.1,4,-3.6,7.3,20.1,10.3,258,257,237,286,-9999,-9999,-9999,-9999,411,51,0,17,19,380,1386,556,1939,998,60,729,0,13,253,29,2,33,92,51,137,9,0,2,0,246,436,173,0,37,199,5,57,58,59,60,25.15,11.46,-11.93,10.28,8.5,21.4,-4.7,26.1,1038,409,17.8,52.3,480,2341,3725,296,177,134,276,143,148,-31.9,37.8,-9999,855,241,59,34.96,1284,6.38214850896178
"88",151,"NH",43.1,-71.1,76,"OH",80,213,17,5,"NH",43.1,-71.1,76,1.8,13.8,27.1,16.5,-9.1,0.9,13.1,4,-3.6,7.3,20.1,10.3,258,257,237,286,-9999,-9999,-9999,-9999,411,51,0,17,19,380,1386,556,1939,998,60,729,0,13,253,29,2,33,92,51,137,9,0,2,0,246,436,173,0,37,199,5,57,58,59,60,25.15,11.46,-11.93,10.28,8.5,21.4,-4.7,26.1,1038,409,17.8,52.3,480,2341,3725,296,177,134,276,143,148,-31.9,37.8,-9999,855,241,59,34.96,1284,6.38214850896178
"89",152,"ME",43.4,-70.7,79,"IN",15,31,10,NA,"ME",43.4,-70.7,79,1.2,13.2,26.6,16.3,-10,0.5,12.8,3.8,-4.4,6.8,19.7,10,295,276,241,305,-9999,-9999,-9999,-9999,469,60,0,20,15,352,1351,543,2009,1043,70,749,0,12,229,27,1,32,92,49,186,14,0,3,0,237,428,170,0,26,187,5,56,58,60,61,29.14,14.28,-10.5,12.41,8,21,-5.5,26.5,1116,419,16.2,50.3,549,2261,3872,268,175,135,275,140,204,-32.9,37.7,-9999,835,218,59,45.34,1228,6.45377115620686
"90",152,"ME",43.4,-70.7,79,"WI",11,1,93,NA,"ME",43.4,-70.7,79,1.2,13.2,26.6,16.3,-10,0.5,12.8,3.8,-4.4,6.8,19.7,10,295,276,241,305,-9999,-9999,-9999,-9999,469,60,0,20,15,352,1351,543,2009,1043,70,749,0,12,229,27,1,32,92,49,186,14,0,3,0,237,428,170,0,26,187,5,56,58,60,61,29.14,14.28,-10.5,12.41,8,21,-5.5,26.5,1116,419,16.2,50.3,549,2261,3872,268,175,135,275,140,204,-32.9,37.7,-9999,835,218,59,45.34,1228,6.45377115620686
"91",152,"ME",43.4,-70.7,79,"MI",58,91,0,5,"ME",43.4,-70.7,79,1.2,13.2,26.6,16.3,-10,0.5,12.8,3.8,-4.4,6.8,19.7,10,295,276,241,305,-9999,-9999,-9999,-9999,469,60,0,20,15,352,1351,543,2009,1043,70,749,0,12,229,27,1,32,92,49,186,14,0,3,0,237,428,170,0,26,187,5,56,58,60,61,29.14,14.28,-10.5,12.41,8,21,-5.5,26.5,1116,419,16.2,50.3,549,2261,3872,268,175,135,275,140,204,-32.9,37.7,-9999,835,218,59,45.34,1228,6.45377115620686
"92",152,"ME",43.4,-70.7,79,"OH",81,205,11,6,"ME",43.4,-70.7,79,1.2,13.2,26.6,16.3,-10,0.5,12.8,3.8,-4.4,6.8,19.7,10,295,276,241,305,-9999,-9999,-9999,-9999,469,60,0,20,15,352,1351,543,2009,1043,70,749,0,12,229,27,1,32,92,49,186,14,0,3,0,237,428,170,0,26,187,5,56,58,60,61,29.14,14.28,-10.5,12.41,8,21,-5.5,26.5,1116,419,16.2,50.3,549,2261,3872,268,175,135,275,140,204,-32.9,37.7,-9999,835,218,59,45.34,1228,6.45377115620686
"93",153,"ON",46,-77.4,152,"IN",3,1,2,NA,"ONT",46,-77.4,152,-4.9,10.6,25.2,12.8,-16,-2.3,11.5,2.1,-10.5,4.1,18.4,7.4,153,167,225,216,-9999,-9999,-9999,-9999,954,163,0,56,4,272,1230,394,2553,1283,112,975,0,11,148,13,0,28,92,37,149,46,0,14,0,177,401,135,0,57,176,0,54,56,60,65,15.32,6.1,-9.7,8.36,4.9,19.7,-12.3,31.9,760,375,19.5,52.4,1172,1900,4924,171,158,141,269,128,209,-38.7,37.4,-9999,713,233,58,20.09,987,7.11334736827744
"94",153,"ON",46,-77.4,152,"MI",71,75,6,5,"ONT",46,-77.4,152,-4.9,10.6,25.2,12.8,-16,-2.3,11.5,2.1,-10.5,4.1,18.4,7.4,153,167,225,216,-9999,-9999,-9999,-9999,954,163,0,56,4,272,1230,394,2553,1283,112,975,0,11,148,13,0,28,92,37,149,46,0,14,0,177,401,135,0,57,176,0,54,56,60,65,15.32,6.1,-9.7,8.36,4.9,19.7,-12.3,31.9,760,375,19.5,52.4,1172,1900,4924,171,158,141,269,128,209,-38.7,37.4,-9999,713,233,58,20.09,987,7.11334736827744
"95",153,"ON",46,-77.4,152,"WI",18,5,94,NA,"ONT",46,-77.4,152,-4.9,10.6,25.2,12.8,-16,-2.3,11.5,2.1,-10.5,4.1,18.4,7.4,153,167,225,216,-9999,-9999,-9999,-9999,954,163,0,56,4,272,1230,394,2553,1283,112,975,0,11,148,13,0,28,92,37,149,46,0,14,0,177,401,135,0,57,176,0,54,56,60,65,15.32,6.1,-9.7,8.36,4.9,19.7,-12.3,31.9,760,375,19.5,52.4,1172,1900,4924,171,158,141,269,128,209,-38.7,37.4,-9999,713,233,58,20.09,987,7.11334736827744
"96",153,"ON",46,-77.4,152,"MN",78,108,9,5,"ONT",46,-77.4,152,-4.9,10.6,25.2,12.8,-16,-2.3,11.5,2.1,-10.5,4.1,18.4,7.4,153,167,225,216,-9999,-9999,-9999,-9999,954,163,0,56,4,272,1230,394,2553,1283,112,975,0,11,148,13,0,28,92,37,149,46,0,14,0,177,401,135,0,57,176,0,54,56,60,65,15.32,6.1,-9.7,8.36,4.9,19.7,-12.3,31.9,760,375,19.5,52.4,1172,1900,4924,171,158,141,269,128,209,-38.7,37.4,-9999,713,233,58,20.09,987,7.11334736827744
"97",153,"ON",46,-77.4,152,"OH",76,119,19,8,"ONT",46,-77.4,152,-4.9,10.6,25.2,12.8,-16,-2.3,11.5,2.1,-10.5,4.1,18.4,7.4,153,167,225,216,-9999,-9999,-9999,-9999,954,163,0,56,4,272,1230,394,2553,1283,112,975,0,11,148,13,0,28,92,37,149,46,0,14,0,177,401,135,0,57,176,0,54,56,60,65,15.32,6.1,-9.7,8.36,4.9,19.7,-12.3,31.9,760,375,19.5,52.4,1172,1900,4924,171,158,141,269,128,209,-38.7,37.4,-9999,713,233,58,20.09,987,7.11334736827744
"98",154,"PA",40,-77.5,427,"OH",75,106,33,4,"PA",40,-77.5,427,3.6,16,27.4,17.5,-5.6,3.8,15.3,6.2,-1,9.9,21.4,11.9,231,305,297,263,-9999,-9999,-9999,-9999,245,24,0,11,43,542,1504,676,1703,771,33,612,0,29,339,53,4,52,92,61,52,2,0,1,0,271,430,189,0,21,133,7,65,61,65,64,21.02,12.7,-5.62,6.64,10.5,22.4,-1.8,24.2,1096,493,18.7,45.4,280,2765,3120,421,210,121,287,167,54,-27.9,37.5,-9999,891,161,64,34.74,1564,5.6880633509692
"99",155,"WI",45.6,-89.8,488,"IN",5,42,11,NA,"WI",45.6,-89.8,488,-4.2,10.9,24.7,12.4,-15.9,-2.6,11.4,1,-10.1,4.1,18.1,6.7,76,193,317,209,-9999,-9999,-9999,-9999,919,167,0,85,4,273,1202,375,2519,1285,125,1034,0,10,131,11,0,28,92,35,73,41,0,21,0,181,394,121,0,28,78,0,52,54,60,62,7.55,8.02,-0.54,7.49,4.7,19.2,-11.6,30.8,794,512,18.5,37.5,1170,1854,4963,152,155,142,267,125,136,-38.8,37,-9999,696,106,57,22.52,950,7.00700341594834
"100",155,"WI",45.6,-89.8,488,"MN",91,192,0,4,"WI",45.6,-89.8,488,-4.2,10.9,24.7,12.4,-15.9,-2.6,11.4,1,-10.1,4.1,18.1,6.7,76,193,317,209,-9999,-9999,-9999,-9999,919,167,0,85,4,273,1202,375,2519,1285,125,1034,0,10,131,11,0,28,92,35,73,41,0,21,0,181,394,121,0,28,78,0,52,54,60,62,7.55,8.02,-0.54,7.49,4.7,19.2,-11.6,30.8,794,512,18.5,37.5,1170,1854,4963,152,155,142,267,125,136,-38.8,37,-9999,696,106,57,22.52,950,7.00700341594834
"101",155,"WI",45.6,-89.8,488,"MI",79,117,0,6,"WI",45.6,-89.8,488,-4.2,10.9,24.7,12.4,-15.9,-2.6,11.4,1,-10.1,4.1,18.1,6.7,76,193,317,209,-9999,-9999,-9999,-9999,919,167,0,85,4,273,1202,375,2519,1285,125,1034,0,10,131,11,0,28,92,35,73,41,0,21,0,181,394,121,0,28,78,0,52,54,60,62,7.55,8.02,-0.54,7.49,4.7,19.2,-11.6,30.8,794,512,18.5,37.5,1170,1854,4963,152,155,142,267,125,136,-38.8,37,-9999,696,106,57,22.52,950,7.00700341594834
"102",155,"WI",45.6,-89.8,488,"OH",77,185,9,6,"WI",45.6,-89.8,488,-4.2,10.9,24.7,12.4,-15.9,-2.6,11.4,1,-10.1,4.1,18.1,6.7,76,193,317,209,-9999,-9999,-9999,-9999,919,167,0,85,4,273,1202,375,2519,1285,125,1034,0,10,131,11,0,28,92,35,73,41,0,21,0,181,394,121,0,28,78,0,52,54,60,62,7.55,8.02,-0.54,7.49,4.7,19.2,-11.6,30.8,794,512,18.5,37.5,1170,1854,4963,152,155,142,267,125,136,-38.8,37,-9999,696,106,57,22.52,950,7.00700341594834
"103",155,"WI",45.6,-89.8,488,"WI",30,61,70,NA,"WI",45.6,-89.8,488,-4.2,10.9,24.7,12.4,-15.9,-2.6,11.4,1,-10.1,4.1,18.1,6.7,76,193,317,209,-9999,-9999,-9999,-9999,919,167,0,85,4,273,1202,375,2519,1285,125,1034,0,10,131,11,0,28,92,35,73,41,0,21,0,181,394,121,0,28,78,0,52,54,60,62,7.55,8.02,-0.54,7.49,4.7,19.2,-11.6,30.8,794,512,18.5,37.5,1170,1854,4963,152,155,142,267,125,136,-38.8,37,-9999,696,106,57,22.52,950,7.00700341594834
"104",156,"ON",47.3,-79.8,274,"MI",53,72,6,6,"ONT",47.3,-79.8,274,-7.1,8,23.1,10.5,-19,-4.5,10.7,0.9,-13.1,1.8,16.9,5.7,157,164,245,223,-9999,-9999,-9999,-9999,1182,256,0,96,2,194,1098,305,2787,1497,184,1127,0,7,83,6,0,20,92,34,156,71,0,36,0,155,362,102,0,40,116,0,50,56,62,67,15.71,8.33,-3.45,11.93,2.8,18.3,-15.2,33.5,790,400,16.2,45.6,1533,1598,5594,96,146,146,265,118,263,-41.6,35.9,-9999,618,156,59,32.52,778,7.47269593040597
"105",156,"ON",47.3,-79.8,274,"OH",47,125,12,8,"ONT",47.3,-79.8,274,-7.1,8,23.1,10.5,-19,-4.5,10.7,0.9,-13.1,1.8,16.9,5.7,157,164,245,223,-9999,-9999,-9999,-9999,1182,256,0,96,2,194,1098,305,2787,1497,184,1127,0,7,83,6,0,20,92,34,156,71,0,36,0,155,362,102,0,40,116,0,50,56,62,67,15.71,8.33,-3.45,11.93,2.8,18.3,-15.2,33.5,790,400,16.2,45.6,1533,1598,5594,96,146,146,265,118,263,-41.6,35.9,-9999,618,156,59,32.52,778,7.47269593040597
"106",157,"MN",48,-91.6,397,"IN",6,7,12,NA,"MN",48,-91.6,397,-6.8,10,24.3,10.6,-19.2,-3.7,11.3,0.4,-13,3.2,17.8,5.5,71,149,277,175,-9999,-9999,-9999,-9999,1177,202,0,127,1,244,1180,322,2782,1370,139,1145,0,9,123,8,0,25,92,33,71,37,0,29,0,169,376,103,0,49,100,0,48,53,61,65,7.11,4.84,-3.14,6.54,3.4,19.2,-15,34.2,671,435,19.9,44.2,1505,1747,5435,140,150,145,265,121,137,-42,37.4,-9999,648,149,57,15.36,890,7.67556362998601
"107",157,"MN",48,-91.6,397,"WI",5,25,100,NA,"MN",48,-91.6,397,-6.8,10,24.3,10.6,-19.2,-3.7,11.3,0.4,-13,3.2,17.8,5.5,71,149,277,175,-9999,-9999,-9999,-9999,1177,202,0,127,1,244,1180,322,2782,1370,139,1145,0,9,123,8,0,25,92,33,71,37,0,29,0,169,376,103,0,49,100,0,48,53,61,65,7.11,4.84,-3.14,6.54,3.4,19.2,-15,34.2,671,435,19.9,44.2,1505,1747,5435,140,150,145,265,121,137,-42,37.4,-9999,648,149,57,15.36,890,7.67556362998601
"108",157,"MN",48,-91.6,397,"OH",84,194,15,9,"MN",48,-91.6,397,-6.8,10,24.3,10.6,-19.2,-3.7,11.3,0.4,-13,3.2,17.8,5.5,71,149,277,175,-9999,-9999,-9999,-9999,1177,202,0,127,1,244,1180,322,2782,1370,139,1145,0,9,123,8,0,25,92,33,71,37,0,29,0,169,376,103,0,49,100,0,48,53,61,65,7.11,4.84,-3.14,6.54,3.4,19.2,-15,34.2,671,435,19.9,44.2,1505,1747,5435,140,150,145,265,121,137,-42,37.4,-9999,648,149,57,15.36,890,7.67556362998601
"109",157,"MN",48,-91.6,397,"MI",73,94,7,7,"MN",48,-91.6,397,-6.8,10,24.3,10.6,-19.2,-3.7,11.3,0.4,-13,3.2,17.8,5.5,71,149,277,175,-9999,-9999,-9999,-9999,1177,202,0,127,1,244,1180,322,2782,1370,139,1145,0,9,123,8,0,25,92,33,71,37,0,29,0,169,376,103,0,49,100,0,48,53,61,65,7.11,4.84,-3.14,6.54,3.4,19.2,-15,34.2,671,435,19.9,44.2,1505,1747,5435,140,150,145,265,121,137,-42,37.4,-9999,648,149,57,15.36,890,7.67556362998601
"110",157,"MN",48,-91.6,397,"MN",87,240,7,7,"MN",48,-91.6,397,-6.8,10,24.3,10.6,-19.2,-3.7,11.3,0.4,-13,3.2,17.8,5.5,71,149,277,175,-9999,-9999,-9999,-9999,1177,202,0,127,1,244,1180,322,2782,1370,139,1145,0,9,123,8,0,25,92,33,71,37,0,29,0,169,376,103,0,49,100,0,48,53,61,65,7.11,4.84,-3.14,6.54,3.4,19.2,-15,34.2,671,435,19.9,44.2,1505,1747,5435,140,150,145,265,121,137,-42,37.4,-9999,648,149,57,15.36,890,7.67556362998601
"111",158,"VA",36.9,-82.5,853,"OH",52,115,34,5,"VA",36.9,-82.5,853,7,18.1,26.9,18.9,-3.5,5.3,14.8,6.2,1.7,11.7,20.8,12.5,335,351,325,256,-9999,-9999,-9999,-9999,131,12,0,8,84,660,1456,724,1461,624,39,557,0,38,302,58,6,60,92,62,23,0,0,0,92,306,438,220,27,25,112,17,62,60,64,61,28.71,13.2,-3.7,2.36,11.7,21.5,0.8,20.6,1267,530,17.1,40.5,150,2925,2682,397,220,117,288,171,24,-25.9,36.1,-9999,1057,181,62,40.57,1613,5.06501676543951
"112",158,"VA",36.9,-82.5,853,"MI",50,82,17,4,"VA",36.9,-82.5,853,7,18.1,26.9,18.9,-3.5,5.3,14.8,6.2,1.7,11.7,20.8,12.5,335,351,325,256,-9999,-9999,-9999,-9999,131,12,0,8,84,660,1456,724,1461,624,39,557,0,38,302,58,6,60,92,62,23,0,0,0,92,306,438,220,27,25,112,17,62,60,64,61,28.71,13.2,-3.7,2.36,11.7,21.5,0.8,20.6,1267,530,17.1,40.5,150,2925,2682,397,220,117,288,171,24,-25.9,36.1,-9999,1057,181,62,40.57,1613,5.06501676543951
"113",159,"MN",47.4,-94.2,396,"MI",89,81,5,5,"MN",47.4,-94.2,396,-6.1,10.4,25.2,11.9,-18.8,-3.3,12,0.7,-12.5,3.6,18.6,6.3,55,164,283,146,-9999,-9999,-9999,-9999,1129,193,0,108,2,263,1251,366,2733,1334,107,1075,0,10,163,12,0,27,92,34,55,34,0,18,0,174,389,113,0,38,106,0,47,53,61,62,5.54,5.84,-4.21,1.94,4,20,-14.5,34.5,649,435,21.6,45.9,1430,1881,5248,185,153,142,267,125,107,-41.5,38.4,-9999,676,144,56,9.12,988,7.50125750135298
"114",159,"MN",47.4,-94.2,396,"OH",79,80,37,7,"MN",47.4,-94.2,396,-6.1,10.4,25.2,11.9,-18.8,-3.3,12,0.7,-12.5,3.6,18.6,6.3,55,164,283,146,-9999,-9999,-9999,-9999,1129,193,0,108,2,263,1251,366,2733,1334,107,1075,0,10,163,12,0,27,92,34,55,34,0,18,0,174,389,113,0,38,106,0,47,53,61,62,5.54,5.84,-4.21,1.94,4,20,-14.5,34.5,649,435,21.6,45.9,1430,1881,5248,185,153,142,267,125,107,-41.5,38.4,-9999,676,144,56,9.12,988,7.50125750135298
"115",159,"MN",47.4,-94.2,396,"WI",50,26,90,NA,"MN",47.4,-94.2,396,-6.1,10.4,25.2,11.9,-18.8,-3.3,12,0.7,-12.5,3.6,18.6,6.3,55,164,283,146,-9999,-9999,-9999,-9999,1129,193,0,108,2,263,1251,366,2733,1334,107,1075,0,10,163,12,0,27,92,34,55,34,0,18,0,174,389,113,0,38,106,0,47,53,61,62,5.54,5.84,-4.21,1.94,4,20,-14.5,34.5,649,435,21.6,45.9,1430,1881,5248,185,153,142,267,125,107,-41.5,38.4,-9999,676,144,56,9.12,988,7.50125750135298
"116",160,"NY",42.7,-76,558,"WI",9,4,83,NA,"NY",42.7,-76,558,-1.3,10.8,24.3,14,-10.1,0.2,12.6,3.7,-5.7,5.5,18.4,8.9,216,252,275,259,-9999,-9999,-9999,-9999,570,97,0,30,13,295,1238,467,2126,1162,109,849,0,9,152,19,1,32,92,49,167,36,0,5,0,173,384,152,0,12,108,0,64,64,65,67,21.49,14.43,-2.6,10.95,6.8,19.6,-6.6,26.2,1001,453,16.8,43.3,697,2013,4246,180,175,135,275,141,209,-33,35.5,-9999,709,120,65,44.26,1044,6.28796415220316
"117",160,"NY",42.7,-76,558,"IN",8,144,11,NA,"NY",42.7,-76,558,-1.3,10.8,24.3,14,-10.1,0.2,12.6,3.7,-5.7,5.5,18.4,8.9,216,252,275,259,-9999,-9999,-9999,-9999,570,97,0,30,13,295,1238,467,2126,1162,109,849,0,9,152,19,1,32,92,49,167,36,0,5,0,173,384,152,0,12,108,0,64,64,65,67,21.49,14.43,-2.6,10.95,6.8,19.6,-6.6,26.2,1001,453,16.8,43.3,697,2013,4246,180,175,135,275,141,209,-33,35.5,-9999,709,120,65,44.26,1044,6.28796415220316
"118",160,"NY",42.7,-76,558,"MI",64,116,8,6,"NY",42.7,-76,558,-1.3,10.8,24.3,14,-10.1,0.2,12.6,3.7,-5.7,5.5,18.4,8.9,216,252,275,259,-9999,-9999,-9999,-9999,570,97,0,30,13,295,1238,467,2126,1162,109,849,0,9,152,19,1,32,92,49,167,36,0,5,0,173,384,152,0,12,108,0,64,64,65,67,21.49,14.43,-2.6,10.95,6.8,19.6,-6.6,26.2,1001,453,16.8,43.3,697,2013,4246,180,175,135,275,141,209,-33,35.5,-9999,709,120,65,44.26,1044,6.28796415220316
"119",160,"NY",42.7,-76,558,"MN",81,99,8,3,"NY",42.7,-76,558,-1.3,10.8,24.3,14,-10.1,0.2,12.6,3.7,-5.7,5.5,18.4,8.9,216,252,275,259,-9999,-9999,-9999,-9999,570,97,0,30,13,295,1238,467,2126,1162,109,849,0,9,152,19,1,32,92,49,167,36,0,5,0,173,384,152,0,12,108,0,64,64,65,67,21.49,14.43,-2.6,10.95,6.8,19.6,-6.6,26.2,1001,453,16.8,43.3,697,2013,4246,180,175,135,275,141,209,-33,35.5,-9999,709,120,65,44.26,1044,6.28796415220316
"120",160,"NY",42.7,-76,558,"OH",63,53,11,6,"NY",42.7,-76,558,-1.3,10.8,24.3,14,-10.1,0.2,12.6,3.7,-5.7,5.5,18.4,8.9,216,252,275,259,-9999,-9999,-9999,-9999,570,97,0,30,13,295,1238,467,2126,1162,109,849,0,9,152,19,1,32,92,49,167,36,0,5,0,173,384,152,0,12,108,0,64,64,65,67,21.49,14.43,-2.6,10.95,6.8,19.6,-6.6,26.2,1001,453,16.8,43.3,697,2013,4246,180,175,135,275,141,209,-33,35.5,-9999,709,120,65,44.26,1044,6.28796415220316
